4336,2017-04-01,30,0.606336888869563
4025,2017-04-01,30,0.3018954448686081
4226,2017-04-01,30,0.18037921691753522
4235,2017-04-01,30,0.7255106830103454
4352,2017-04-02,30,0.5279148879816088
4018,2017-04-01,30,0.5035291490160995
4449,2017-04-01,30,0.41405993646880923
4504,2017-04-01,30,0.36819984443349973
4280,2017-04-01,30,0.6028553131659996
4289,2017-04-01,30,0.5183902650963886
4487,2017-04-01,30,0.4294973950641947
3961,2017-04-01,30,0.2221170735526964
3982,2017-04-01,30,0.5799098421618379
3985,2017-04-01,30,0.4535729540997747
3987,2017-04-01,30,0.6402205638897297
4003,2017-04-02,30,0.5265386261532086
4475,2017-04-01,30,0.35470164474316024
4303,2017-04-01,30,0.35065324229449224
4306,2017-04-01,30,0.01569810845413494
3901,2017-04-02,30,0.19950187478495157
4325,2017-04-01,30,0.008078511935078775
3912,2017-04-02,30,0.5284387612610125
4322,2017-04-01,30,0.17191704097912436
4362,2017-04-01,30,0.43321529594926134
4249,2017-04-01,30,0.45905755065532483
4252,2017-04-01,30,0.4395048838396858
4366,2017-04-01,30,0.5205038368397785
4376,2017-04-02,30,0.5368199579007529
4363,2017-04-02,30,0.6327581860322635
4410,2017-04-01,30,0.163330325906351
4159,2017-04-02,30,0.46902258269721986
4165,2017-04-02,30,0.29032318140996205
4068,2017-04-01,30,0.6009080596035759
4071,2017-04-01,30,0.509049337846012
4183,2017-04-01,30,0.4925410132715472
4185,2017-04-01,30,0.6016635509479336
4011,2017-04-01,30,0.18227278907469635
4227,2017-04-01,30,0.6338522440468758
3942,2017-04-01,30,0.5940507433661022
4145,2017-04-02,30,-0.12435021107759872
4264,2017-04-01,30,0.5079161087349578
4258,2017-04-01,30,0.4175932643759742
4245,2017-04-01,30,0.5972342720375236
3930,2017-04-01,30,0.4721862646436219
5033,2017-04-01,30,0.6023133341977541
3929,2017-04-01,30,0.5683938668369642
4356,2017-04-02,30,0.507390032288675
4447,2017-04-01,30,0.5102349790648254
3989,2017-04-01,30,0.41682013939399554
4085,2017-04-01,30,0.5634831088990871
4086,2017-04-01,30,0.45263506830606726
4537,2017-04-01,30,0.4473570352166365
4557,2017-04-01,30,0.4544526775261334
4503,2017-04-01,30,0.4238386565526183
3981,2017-04-01,30,0.4976291888688389
4460,2017-04-02,30,0.2426339596942494
4638,2017-04-02,30,0.5639496682416477
4639,2017-04-02,30,0.47846083485347346
4637,2017-04-02,30,0.48159360435683374
4646,2017-04-02,30,0.498286296781984
5059,2017-04-02,30,0.24470164746270862
4674,2017-04-01,30,0.6027321473984946
5104,2017-04-01,30,0.46398281272692643
5116,2017-04-01,30,0.5737618383248726
5117,2017-04-01,30,0.4350147250157389
5003,2017-04-02,30,0.44508103600026094
4649,2017-04-02,30,0.39943211983449844
4626,2017-04-02,30,0.44004114197562383
5244,2017-04-02,30,0.5312174240514322
5091,2017-04-01,30,0.6715647545274844
6966,2017-04-01,30,0.4386605248863539
7050,2017-04-01,30,0.4915592254346314
7895,2017-04-01,30,0.11131712065528271
5217,2017-04-01,30,0.34510115472146485
9071,2017-04-01,30,0.27952914654211536
5029,2017-04-02,30,0.5089239998247536
6848,2017-04-01,30,-0.10632322873688116
11223,2017-04-02,30,0.47039680035137166
5433,2017-04-02,30,0.41202731093955147
5240,2017-04-01,30,0.5717505402494497
5790,2017-04-01,30,0.6235995453540516
6191,2017-04-01,30,-0.12242708783471218
10359,2017-04-01,30,0.03237799662692514
6006,2017-04-01,30,0.5481298586812748
7382,2017-04-01,30,0.4512940341609559
5419,2017-04-02,30,0.539570523057597
5119,2017-04-01,30,0.46456703092739204
7198,2017-04-01,30,0.5674804650189462
12065,2017-04-01,30,0.42792452017498794
4384,2017-04-02,30,-0.05472392271904719
12773,2017-04-02,30,0.5103982225704959
11424,2017-04-02,30,0.29660691615431006
11262,2017-04-01,30,0.112777543879237
5089,2017-04-01,30,0.39320933728699015
6374,2017-04-01,30,-0.10112103208846548
5747,2017-04-02,30,0.48326048205767813
13763,2017-04-02,30,0.6854495643147024
7959,2017-04-01,30,0.5348178134919289
