3932,2017-04-01,30
4506,2017-04-01,30
4286,2017-04-01,30
4290,2017-04-01,30
4296,2017-04-01,30
3965,2017-04-01,30
3991,2017-04-01,30
3911,2017-04-02,30
3906,2017-04-02,30
4267,2017-04-02,30
4367,2017-04-02,30
4155,2017-04-02,30
4179,2017-04-01,30
4088,2017-04-01,30
4238,2017-04-01,30
3918,2017-04-02,30
3966,2017-04-01,30
4310,2017-04-01,30
4291,2017-04-01,30
4471,2017-04-01,30
4370,2017-04-01,30
4266,2017-04-01,30
3964,2017-04-01,30
4528,2017-04-01,30
3908,2017-04-02,30
4013,2017-04-01,30
4074,2017-04-01,30
4427,2017-04-01,30
5142,2017-04-02,30
5055,2017-04-02,30
5115,2017-04-01,30
4369,2017-04-02,30
5065,2017-04-01,30
5168,2017-04-01,30
5187,2017-04-02,30
5249,2017-04-01,30
5112,2017-04-01,30
5255,2017-04-01,30
3685,2017-04-01,30
6899,2017-04-02,30
6703,2017-04-01,30
3790,2017-04-01,30
5421,2017-04-02,30
11247,2017-04-01,30
11203,2017-04-01,30
9290,2017-04-01,30
11423,2017-04-01,30
5501,2017-04-01,30
12775,2017-04-01,30
12751,2017-04-01,30
8304,2017-04-01,30
11682,2017-04-01,30
11734,2017-04-01,30
7390,2017-04-02,30
